@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric

@data
193,'2018/04/04 20:23:55:012',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
194,'2018/04/04 20:23:55:068',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
195,'2018/04/04 20:23:55:161',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
196,'2018/04/04 20:23:55:284',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
197,'2018/04/04 20:23:55:351',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
198,'2018/04/04 20:23:55:400',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
199,'2018/04/04 20:23:55:509',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
200,'2018/04/04 20:23:55:579',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
201,'2018/04/04 20:23:55:626',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
202,'2018/04/04 20:23:55:676',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
203,'2018/04/04 20:23:55:728',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
204,'2018/04/04 20:23:55:785',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
205,'2018/04/04 20:23:55:833',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
206,'2018/04/04 20:23:55:881',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
207,'2018/04/04 20:23:55:929',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
208,'2018/04/04 20:23:55:977',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
209,'2018/04/04 20:23:56:025',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
210,'2018/04/04 20:23:56:079',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
211,'2018/04/04 20:23:56:126',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
212,'2018/04/04 20:23:56:177',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
213,'2018/04/04 20:23:56:227',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
214,'2018/04/04 20:23:56:277',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
215,'2018/04/04 20:23:56:327',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
216,'2018/04/04 20:23:56:452',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
217,'2018/04/04 20:23:56:520',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
218,'2018/04/04 20:23:56:568',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
219,'2018/04/04 20:23:56:616',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
220,'2018/04/04 20:23:56:664',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
221,'2018/04/04 20:23:56:712',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
222,'2018/04/04 20:23:56:760',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
223,'2018/04/04 20:23:56:809',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
224,'2018/04/04 20:23:56:879',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
225,'2018/04/04 20:23:56:958',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
226,'2018/04/04 20:23:57:008',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
227,'2018/04/04 20:23:57:058',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
228,'2018/04/04 20:23:57:109',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
229,'2018/04/04 20:23:57:160',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
230,'2018/04/04 20:23:57:208',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
231,'2018/04/04 20:23:57:263',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
232,'2018/04/04 20:23:57:311',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
233,'2018/04/04 20:23:57:369',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
234,'2018/04/04 20:23:57:465',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
235,'2018/04/04 20:23:57:514',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
236,'2018/04/04 20:23:57:562',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
237,'2018/04/04 20:23:57:619',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
238,'2018/04/04 20:23:57:675',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
239,'2018/04/04 20:23:57:749',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
240,'2018/04/04 20:23:57:795',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
241,'2018/04/04 20:23:57:843',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
242,'2018/04/04 20:23:57:892',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
243,'2018/04/04 20:23:57:942',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
244,'2018/04/04 20:23:57:994',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
245,'2018/04/04 20:23:58:041',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
246,'2018/04/04 20:23:58:101',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
247,'2018/04/04 20:23:58:149',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
248,'2018/04/04 20:23:58:197',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
249,'2018/04/04 20:23:58:245',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
250,'2018/04/04 20:23:58:293',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
251,'2018/04/04 20:23:58:356',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
252,'2018/04/04 20:23:58:403',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
253,'2018/04/04 20:23:58:452',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
254,'2018/04/04 20:23:58:519',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
255,'2018/04/04 20:23:58:562',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
256,'2018/04/04 20:23:58:613',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
257,'2018/04/04 20:23:58:691',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
258,'2018/04/04 20:23:58:763',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
259,'2018/04/04 20:23:58:811',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
260,'2018/04/04 20:23:58:876',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
261,'2018/04/04 20:23:58:931',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
262,'2018/04/04 20:23:58:979',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
263,'2018/04/04 20:23:59:027',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
264,'2018/04/04 20:23:59:075',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
265,'2018/04/04 20:23:59:130',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
266,'2018/04/04 20:23:59:179',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
267,'2018/04/04 20:23:59:231',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
268,'2018/04/04 20:23:59:275',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
269,'2018/04/04 20:23:59:324',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
270,'2018/04/04 20:23:59:377',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
271,'2018/04/04 20:23:59:425',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
272,'2018/04/04 20:23:59:475',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
273,'2018/04/04 20:23:59:527',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
274,'2018/04/04 20:23:59:577',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
275,'2018/04/04 20:23:59:626',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
276,'2018/04/04 20:23:59:674',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
277,'2018/04/04 20:23:59:725',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
278,'2018/04/04 20:23:59:775',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
279,'2018/04/04 20:23:59:824',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
280,'2018/04/04 20:23:59:879',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
281,'2018/04/04 20:23:59:932',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
282,'2018/04/04 20:23:59:981',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
283,'2018/04/04 20:24:00:055',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
284,'2018/04/04 20:24:00:132',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
285,'2018/04/04 20:24:00:199',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
286,'2018/04/04 20:24:00:243',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
287,'2018/04/04 20:24:00:292',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
288,'2018/04/04 20:24:00:341',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
289,'2018/04/04 20:24:00:391',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
290,'2018/04/04 20:24:00:445',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
291,'2018/04/04 20:24:00:492',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
292,'2018/04/04 20:24:00:541',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
293,'2018/04/04 20:24:00:591',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
294,'2018/04/04 20:24:00:642',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
295,'2018/04/04 20:24:00:695',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
296,'2018/04/04 20:24:00:743',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
297,'2018/04/04 20:24:00:791',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
298,'2018/04/04 20:24:00:842',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
299,'2018/04/04 20:24:00:892',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
300,'2018/04/04 20:24:00:961',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
301,'2018/04/04 20:24:01:012',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
302,'2018/04/04 20:24:01:060',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
303,'2018/04/04 20:24:01:112',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
304,'2018/04/04 20:24:01:159',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
305,'2018/04/04 20:24:01:210',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
306,'2018/04/04 20:24:01:273',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
307,'2018/04/04 20:24:01:336',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
308,'2018/04/04 20:24:01:385',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
309,'2018/04/04 20:24:01:433',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
310,'2018/04/04 20:24:01:481',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
311,'2018/04/04 20:24:01:544',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
312,'2018/04/04 20:24:01:654',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
313,'2018/04/04 20:24:01:696',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
314,'2018/04/04 20:24:01:748',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
315,'2018/04/04 20:24:01:818',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
316,'2018/04/04 20:24:01:866',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
317,'2018/04/04 20:24:01:914',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
318,'2018/04/04 20:24:01:962',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
319,'2018/04/04 20:24:02:010',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
320,'2018/04/04 20:24:02:058',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
321,'2018/04/04 20:24:02:108',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
322,'2018/04/04 20:24:02:158',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
323,'2018/04/04 20:24:02:208',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
324,'2018/04/04 20:24:02:257',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
325,'2018/04/04 20:24:02:307',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
326,'2018/04/04 20:24:02:359',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
327,'2018/04/04 20:24:02:408',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
328,'2018/04/04 20:24:02:458',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
329,'2018/04/04 20:24:02:509',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
330,'2018/04/04 20:24:02:561',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
331,'2018/04/04 20:24:02:609',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
332,'2018/04/04 20:24:02:657',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
333,'2018/04/04 20:24:02:708',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
334,'2018/04/04 20:24:02:759',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
335,'2018/04/04 20:24:02:807',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
336,'2018/04/04 20:24:02:858',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
337,'2018/04/04 20:24:02:907',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
338,'2018/04/04 20:24:02:957',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
339,'2018/04/04 20:24:03:011',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
340,'2018/04/04 20:24:03:066',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
341,'2018/04/04 20:24:03:114',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
342,'2018/04/04 20:24:03:161',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
343,'2018/04/04 20:24:03:210',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
344,'2018/04/04 20:24:03:258',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
345,'2018/04/04 20:24:03:311',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
346,'2018/04/04 20:24:03:358',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
347,'2018/04/04 20:24:03:407',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
348,'2018/04/04 20:24:03:458',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
349,'2018/04/04 20:24:03:507',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
350,'2018/04/04 20:24:03:558',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
351,'2018/04/04 20:24:03:607',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
352,'2018/04/04 20:24:03:659',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
353,'2018/04/04 20:24:03:707',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
354,'2018/04/04 20:24:03:758',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
355,'2018/04/04 20:24:03:808',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
356,'2018/04/04 20:24:03:858',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
357,'2018/04/04 20:24:03:907',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
358,'2018/04/04 20:24:03:958',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
359,'2018/04/04 20:24:04:007',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
360,'2018/04/04 20:24:04:057',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
361,'2018/04/04 20:24:04:113',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
362,'2018/04/04 20:24:04:160',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
363,'2018/04/04 20:24:04:208',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
364,'2018/04/04 20:24:04:257',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
365,'2018/04/04 20:24:04:308',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
366,'2018/04/04 20:24:04:357',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
367,'2018/04/04 20:24:04:413',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
368,'2018/04/04 20:24:04:461',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
369,'2018/04/04 20:24:04:509',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
370,'2018/04/04 20:24:04:557',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
371,'2018/04/04 20:24:04:608',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
372,'2018/04/04 20:24:04:657',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
373,'2018/04/04 20:24:04:707',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
374,'2018/04/04 20:24:04:786',2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.913016,0.635551,0.952094,0.699782,0.447726
